City,Long,Lat,Longg,,,,,,,,,,,,Point x
First Colony 2 SE,-95.58,29.55,-95.58,Aug 25-31 12z,,,,,,,,,,,39.17
FISCHER                       ,-98.26,29.98,-98.26,0.31,,,0.6,0,,,,,,,0.91
Fischer 2 SSE,-98.26,29.95,-98.26,Aug 25-28 12z,,,,,,,,,,,3.56
Fischer 2.3 ESE,-98.23,29.97,98.23,0.19,0.68,3.42,0.38,,,,,,,,4.67
Fischer 4 ENE,-98.22,30,-98.22,Aug 25-28 12z,,,,,,,,,,,5.05
Flatonia 0.4 SW,-97.1117,29.68,97.1117,0,3.84,8.04,7.23,0.13,0,0,,,,,19.24
Flatonia 11.9 NNW,-97.1777,29.85,97.1777,0,3.12,12.85,10.65,0,0,0,0,,,,26.62
FLORENCE                 3 SE ,-97.77,30.8,-97.77,,,,0.36,0,,,,,,,0.36
FLORENCE                 3 SW ,-97.82,30.81,-97.82,0.06,0.02,1.63,0.73,0,0,,,,,,2.44
Florence 5.0 SSE,-97.7482,30.78,97.7482,,0.16,2.59,0.88,,,,,,,,3.63
Floresville 0.7 S,-98.1566,29.13,98.1566,,,,,,0,,,,,,0
Floresville 4 NW,-98.21,29.18,-98.21,Aug 25-28 12z,,,,,,,,,,,3.01
Floresville 5.7 WNW,-98.2366,29.18,98.2366,0.01,0.77,2.12,0.67,0.01,0,0,0,,,,3.58
Floresville 8.1 NNW,-98.1958,29.25,98.1958,0.03,0.94,2.63,1.09,0.02,0,0,0,,,,4.71
Floresville 8.9 WNW,-98.2988,29.17,98.2988,0,0.54,1.77,0.4,,,,,,,,2.71
Floresville 9.4 NW,-98.2473,29.25,98.2473,0.08,0.85,1.85,0.68,0.02,0,0,,,,,3.48
Floresville/San Antonio River,-98.16,29.13,-98.16,Aug 25-28 12z,,,,,,,,,,,3.22
Flour Bluff 1.6 SW,-97.3031,27.66,97.3031,0.52,3.02,0.1,0.01,0,0,0,0,,,,3.65
Flower Mound 1.3 ESE,-97.0715,33.02,97.0715,,,,0.41,,,,,,,,0.41
Flower Mound 1.4 SSE,-97.0817,33.01,97.0817,0,0.02,0.02,0.44,0,0,0,0,,,,0.48
Flower Mound 2.3 NE,-97.0703,33.06,97.0703,0,0.02,0.02,0.03,0,0,0,0,,,,0.07
FLOYDADA                      ,-101.33,34,-101.33,,,0,0,,,,,,,,0
FLOYDADA                 1 S  ,-101.34,33.99,-101.34,,,0,0,,,,,,,,0
FLOYDADA                 9 SE ,-101.25,33.88,-101.25,,,0.04,0,,,,,,,,0.04
FLUVANNA                      ,-101.2,32.9,-101.2,,,0,0,,,,,,,,0
FMSP McKelligon,-106.4864,31.84,106.4864,0,0,0,0,0,0,0,0,,,,0
FMSP Tom Mays,-106.5152,31.92,106.5152,0,0,0,0,0,0,0,0,,,,0
Folsom Road @ Hillebrandt Bayou (D-100),-94.1658,30.12,-94.1658,0.24,1.85,8.66,5.31,14.88,4.93,0.35,,,,,36.22
Forest Trail @ Ditch 1202 (Northwest Forest),-94.2489,30.14,-94.2489,0.36,2.44,9.21,6.18,15.71,3.9,0,,,,,37.8
FORESTBURG               5 S  ,-97.57,33.47,-97.57,,,,,,0,,,,,,0
Forney 1.3 SSW,-96.4755,32.74,96.4755,,,0.25,,,,,,,,,0.25
Fort Davis 0.3 NNW,-103.8958,30.59,103.8958,0.06,0,0,0,0,0,0,0,,,,0.06
Fort Davis 1.7 SSE,-103.8842,30.57,103.8842,0.09,0,0,0,0,0,0,0,,,,0.09
Fort McKavett 7.2 N,-100.1112,30.93,100.1112,0,0.04,0,0.2,0,0,0,0,,,,0.24
Fort Stockton 11.5 N,-102.8883,31.06,102.8883,,,,,,0,0,0,,,,0
FORT WORTH                    ,-97.32,32.99,-97.32,,,0.05,0.14,,0,,,,,,0.19
FORT WORTH                    ,-97.36,32.82,-97.36,,,0.17,0.47,,0,,,,,,0.64
FORT WORTH                    ,-97.48,32.85,-97.48,,,0.2,0.62,0,,,,,,,0.82
Fort Worth 1.8 WSW,-97.3632,32.74,97.3632,,,,,0,0,0,0,,,,0
Fort Worth 11.8 NW,-97.4519,32.89,97.4519,0.37,0.04,0.13,0.35,0,0,0,0,,,,0.89
Fort Worth 12.5 NW,-97.4433,32.87,97.4433,,,,0.01,0,0,0,0,,,,0.01
Fort Worth 13.4 N,-97.3022,32.92,97.3022,0.37,0.04,0.11,0.78,0,,,,,,,1.3
Fort Worth 4.0 SW,-97.3795,32.71,97.3795,0.44,0,,0.37,0,0,0,0,,,,0.81
Fort Worth 5.4 SSW,-97.3629,32.68,97.3629,1.33,,,,,,,,,,,1.33
Fort Worth 6.3 E,-97.2274,32.75,97.2274,0,,,,,,,,,,,0
Fort Worth 6.5 SSW,-97.3676,32.66,97.3676,,,,,0,,,,,,,0
Fredericksburg,-98.91,30.24,-98.91,Aug 25-28 12z,,,,,,,,,,,0.73
FREDERICKSBURG                ,-98.91,30.24,-98.91,,,,,0.01,,,,,,,0.01
FREDERICKSBURG           3 S  ,-98.87,30.22,-98.87,0,0.2,0.81,0.09,0,,,,,,,1.1
FREDERICKSBURG           5 N  ,-98.87,30.34,-98.87,0,0.03,0.89,0.6,0.01,,,,,,,1.53
FREDERICKSBURG           9 SW ,-98.95,30.17,-98.95,0.11,0.41,0.71,0.17,0,,,,,,,1.4
FREDERICKSBURG          10 NNE,-98.85,30.42,-98.85,0,0,0.97,0.43,0,,,,,,,1.4
FREDERICKSBURG          10 SSE,-98.81,30.14,-98.81,0,0.46,0.95,0.09,0,,,,,,,1.5
FREDERICKSBURG          10 WSW,-99.03,30.25,-99.03,0.03,0,0.45,0.22,,,,,,,,0.7
FREDERICKSBURG          11 NNE,-98.81,30.43,-98.81,,,0.5,,,,,,,,,0.5
FREDERICKSBURG          12 NW ,-99.01,30.41,-99.01,0.3,0.06,1.13,0.58,,,,,,,,2.07
Fredericksburg 11.4 NE,-98.7321,30.38,98.7321,0,0.22,1.23,0.24,0,0,0,0,,,,1.69
Fredericksburg 12.1 NNE,-98.8158,30.44,98.8158,0,0,0.95,0.21,0,0,0,0,,,,1.16
Fredericksburg 12.2 W,-99.0766,30.26,99.0766,0.41,0.01,0.46,0.37,0,0,0,0,,,,1.25
Fredericksburg 12.4 NE,-98.4437,30.24,98.4437,,0.03,1.13,0.18,,,,,,,,1.34
Fredericksburg 13.1 SW,-99.0478,30.16,99.0478,,0.41,0.51,0.38,,,,,,,,1.3
Fredericksburg 16.1 WSW,-99.1364,30.22,99.1364,,,0,,0,0.55,0,0,,,,0.55
Fredericksburg 2.0 WNW,-98.9033,30.28,98.9033,0,0.32,0.61,0.35,0,0,0,0,,,,1.28
Fredericksburg 4 N,-98.87,30.34,-98.87,Aug 25-28 12z,,,,,,,,,,,1.48
Fredericksburg 7.2 NW,-98.9408,30.36,98.9408,0.2,0.3,0.95,0.56,0,0,0,0,,,,2.01
Fredericksburg 7.4 ENE,-98.7521,30.3,98.7521,0,0.11,0.9,0.11,0,,,,,,,1.12
Fredericksburg 8.0 WNW,-99.0006,30.3,99.0006,0.34,0.11,0.38,0.03,,,,,,,,0.86
Fredericksburg 8.3 SSW,-98.915,30.16,98.915,0,1.1,0,0,0,0,0,0,,,,1.1
Fredericksburg 9 W,-99.02,30.28,-99.02,Aug 25-28 12z,,,,,,,,,,,0.67
Fredericksburg 9.1 WSW,-99.0154,30.23,99.0154,0.37,0.07,0.33,0.24,0,0,0,0,,,,1.01
Fredericksburg 9.1 WSW,-99.0164,30.23,99.0164,0.31,0.05,0.45,0.2,,,,,,,,1.01
Fredonia 3.7 NE,-99.0689,30.97,99.0689,0.26,,0.43,0.45,,,,,,,,1.14
FREEPORT                 2 NW ,-95.38,28.98,-95.38,,,12.16,4.85,,,,,,,,17.01
FREER                         ,-98.62,27.88,-98.62,,0.16,0.44,,0,,,,,,,0.6
Freer 29.5 WSW,-99.0423,27.68,99.0423,0,0,0,0,0,0,0,0,,,,0
FRELSBURG                4 SW ,-96.58,29.83,-96.58,0.08,7.03,10.31,7.27,0.76,0,,,,,,25.45
Frenchman Canyon,-105.1475,30.93,105.1475,,,,,,,0,,,,,0
FRIDAY                   4 SE ,-95.2,31.1,-95.2,0,,,,,,,,,,,0
Friendswood,-95.2,29.5,-95.2,Aug 25-31 12z,,,,,,,,,,,56
FRIENDSWOOD                   ,-95.22,29.51,-95.22,,,,5.36,,,,,,,,5.36
FRIENDSWOOD              2 SE ,-95.16,29.5,-95.16,,,,5.88,,,,,,,,5.88
Friendswood 1.0 SE,-95.1873,29.5,95.1873,0.31,3.95,16.59,4.89,13.04,1.34,0,0,,,,40.12
Friendswood 1.4 NNE,-95.1852,29.53,95.1852,0.07,3.37,11.6,6.57,12.45,,,0,,,,34.06
Friendswood 1.6 NE,-95.181,29.53,95.181,0.04,2.76,9.69,5.58,14.88,1.38,0,0,,,,34.33
Friendswood 1.9 SSW,-95.2072,29.49,95.2072,0.78,5.33,11,11,11.24,,,,,,,39.35
Friendswood 2 E,-95.16,29.5,-95.16,Aug 25-31 12z,,,,,,,,,,,47.4
Friendswood 2 ESE,-95.16,29.49,-95.16,Aug 25-31 12z,,,,,,,,,,,44
Friendswood 2 NNW,-95.22,29.54,-95.22,Aug 25-31 12z,,,,,,,,,,,50.04
Friendswood 2.5 NNE,-95.1821,29.55,95.1821,0.01,2.77,19.41,6.23,14.34,1.29,0,0,,,,44.05
FRIENDSWOOD TX/CLEAR CREEK,-95.18,29.52,-95.18,,,,,,1.12,,,,,,1.12
Frint Road Willow Marsh Bayou,-94.1553,30,-94.1553,0.47,1.93,8.43,7.09,23.81,4.61,0.04,,,,,46.38
FRISCO                        ,-96.81,33.15,-96.81,,,,0,0,,,,,,,0
Frisco 1.9 N,-96.8117,33.17,96.8117,0,0.03,0,0,0,0,0,,,,,0.03
FT MCKAVETT              1 N  ,-100.11,30.83,-100.11,,,0.14,0.02,,,,,,,,0.16
Fulshear 2.7 WNW,-95.9397,29.71,95.9397,,,,,,0,0,0,,,,0
GAIL                     2 SE ,-101.41,32.76,-101.41,,,0,0,,,,,,,,0
Galveston,-94.8637,29.3,-94.8637,,,,,,,,,,,,18.05
GALVESTON Scholes Field,-94.86,29.27,-94.86,0.86,2.13,5.96,1.51,7.35,5.06,0,,,,,22.87
Galveston 2.6 WSW,-94.9337,29.22,94.9337,,3.4,4.25,0.72,7.4,0.33,,,,,,16.1
Galveston 5.6 NE,-94.817,29.28,94.817,0.48,,,,,,,,,,,0.48
Galveston 6.4 NE,-94.805,29.28,94.805,0.8,2.78,7.66,2.37,7.91,4.33,,,,,,25.85
Galveston 8.3 NE,-94.7817,29.3,94.7817,1.14,,7.49,0.79,10.6,3.41,,,,,,23.43
Galveston 8.4 NE,-94.7809,29.3,94.7809,1.19,2.53,4.99,10,5.7,4.92,0,0,,,,29.33
Ganado 1.5 W,-96.5367,29.04,96.5367,0,7.45,0.72,0.2,3.14,0,0,0,,,,11.51
Garden Ridge,-98.31,29.63,-98.31,Aug 25-28 12z,,,,,,,,,,,3.75
Garden Ridge 1.1 NW,-98.3078,29.65,98.3078,0.02,0.45,2.38,0.42,,,,,,,,3.27
Garden Ridge 1.2 WNW,-98.3114,29.64,98.3114,0.03,0.57,2.66,0.46,0,,,0,,,,3.72
Garden Ridge 3.4 NW,-98.3309,29.67,98.3309,0,0.44,2.57,0.47,0,0,0,0,,,,3.48
Garden Ridge 3.7 NW,-98.3287,29.68,98.3287,0,0.41,3.52,0.65,0,0,0,0,,,,4.58
Garden Ridge 3.9 NW,-98.3323,29.68,98.3323,0,0.48,2.71,0.51,0,0,0,0,,,,3.7
GARFIELD                      ,-97.32,30.1,-97.32,0.07,2.47,11.22,2.77,0.02,0,,,,,,16.55
Garland 2.6 S,-96.6238,32.87,96.6238,0,0.05,0.06,0.28,,,,,,,,0.39
Garland 3.6 NNW,-96.6622,32.96,96.6622,0,0.1,0.05,0.26,0.15,0,0,0,,,,0.56
Garland 4.1 S,-96.6399,32.85,96.6399,,0.01,0.05,0.08,0.01,,,,,,,0.15
Garners Bayou @ Beltway 8,-95.2336,29.93,-95.2336,0.64,6.12,15.96,6.12,3.72,0,0,,,,,32.56
Garners Bayou @ Rankin Road,-95.272,29.97,-95.272,0.56,6.92,17.44,6.64,4.24,0,0,,,,,35.8
Gary City 3.8 W,-94.4326,32.02,94.4326,0,0,0.1,0.45,0.1,0.22,1.42,0,,,,2.29
Gatesville 12.0 SE,-97.5704,31.34,97.5704,0,0.25,0.71,0.49,0,0,0,0,,,,1.45
Gatesville 9.8 SW,-97.8508,31.34,97.8508,0,0,0.42,0.29,0,,0,0,,,,0.71
Gause 2.5 W,-96.7631,30.79,96.7631,0,0.83,5.49,3.61,0.17,0,0,0,,,,10.1
Gause 2.8 NNW,-96.7485,30.82,96.7485,0.05,0.81,6,2.92,0.2,0.01,0,0,,,,9.99
GEORGE WEST              2 SSW,-98.12,28.3,-98.12,0.12,1.24,0.64,0.04,0,,,,,,,2.04
George West 1.8 SSW,-98.132,28.31,98.132,0.12,1.24,0.64,0.04,0,0,0,0,,,,2.04
George West 11.3 S,-98.0926,28.17,98.0926,,2.6,0.5,0.03,,,,,,,,3.13
George West 2.7 NNW,-98.1405,28.36,98.1405,0,1.2,0.15,0.03,0,0,0,0,,,,1.38
George West 2.9 E,-98.0751,28.33,98.0751,0.16,1.57,0.56,0.05,0,0,0,0,,,,2.34
George West 8.0 NE,-98.0232,28.41,98.0232,0.15,1.16,1.26,0.06,,0,0,0,,,,2.63
GEORGETOWN                    ,-97.71,30.67,-97.71,,,,0.38,,0,,,,,,0.38
GEORGETOWN                    ,-97.68,30.68,-97.68,0,0.26,3.24,1.08,0.01,0,,,,,,4.59
Georgetown 0.3 N,-97.6866,30.65,97.6866,,0.48,3.04,1.03,0.03,,,,,,,4.58
Georgetown 1.2 W,-97.7069,30.65,97.7069,0,0.54,2.43,0.91,0.02,0,0,0,,,,3.9
Georgetown 1.3 WNW,-97.707,30.65,97.707,,0.66,3.3,0.99,0.02,,,,,,,4.97
Georgetown 1.4 SE,-97.6715,30.63,97.6715,0,0.9,3.5,1.33,,0,0,0,,,,5.73
Georgetown 1.5 WNW,-97.7093,30.66,97.7093,,0.58,3.31,1.01,,,,,,,,4.9
Georgetown 1.6 W,-97.7133,30.65,97.7133,,0.77,2.86,0.87,0.02,,,,,,,4.52
Georgetown 1.8 WSW,-97.7139,30.64,97.7139,,0.78,3.4,1.2,,,,,,,,5.38
Georgetown 10.2 W,-97.8574,30.63,97.8574,0.62,0.28,3.01,1.14,,,,0,,,,5.05
Georgetown 2 SSW,-97.69,30.6,-97.69,Aug 25-28 12z,,,,,,,,,,,5.09
Georgetown 2.8 NNW,-97.7117,30.68,97.7117,0,0.33,2.83,0.91,0.01,0,0,0,,,,4.08
Georgetown 3.0 ESE,-97.6387,30.63,97.6387,0,0.66,4.19,1.74,0.02,0,0,0,,,,6.61
Georgetown 3.5 N,-97.6922,30.7,97.6922,0,0.33,3.17,1,0,0,0,0,,,,4.5
Georgetown 4 SSW,-97.7,30.58,-97.7,Aug 25-28 12z,,,,,,,,,,,4.74
Georgetown 4.3 W,-97.7584,30.64,97.7584,0.05,0.46,3.04,0.86,0,0,0,,,,,4.41
Georgetown 4.5 NNW,-97.7025,30.71,97.7025,,0.8,2.8,0.86,,,,,,,,4.46
Georgetown 4.5 SSE,-97.6509,30.59,97.6509,0.05,0.6,4.45,1.82,0.04,0,0,0,,,,6.96
Georgetown 4.6 NNW,-97.7226,30.71,97.7226,0,0.4,2.84,0.88,0.01,0,0,0,,,,4.13
Georgetown 4.7 NNE,-97.6681,30.71,97.6681,0,,,,0.01,0,0,0,,,,0.01
Georgetown 4.9 NW,-97.7339,30.71,97.7339,0,0.4,3.02,0.62,0.01,0,0,0,,,,4.05
Georgetown 5.0 NNW,-97.7326,30.71,97.7326,0,0.5,3.16,1.19,0.1,0,0,,,,,4.95
Georgetown 5.3 NNW,-97.7285,30.72,97.7285,0,0.11,2.67,0.91,0,0,0,0,,,,3.69
Georgetown 5.5 NNW,-97.71,30.72,97.71,0,0.34,2.4,0.82,0.02,,,0,,,,3.58
Georgetown 5.5 NNW,-97.7094,30.73,97.7094,,,,,,,0,,,,,0
Georgetown 5.9 NNW,-97.7391,30.72,97.7391,0,0.18,2.48,0.84,0,0,0,0,,,,3.5
Georgetown 6.6 NW,-97.7525,30.72,97.7525,0,0.47,2.14,0.8,0,0,0,0,,,,3.41
Georgetown 6.7 NW,-97.7571,30.72,97.7571,0,0.09,2.56,0.78,0,0,0,,,,,3.43
Georgetown 6.8 NW,-97.7589,30.72,97.7589,0,0.35,2.43,0.91,0,0,0,0,,,,3.69
Georgetown 7.3 NW,-97.775,30.72,97.775,0,0.65,2.55,0.89,0,0,0,0,,,,4.09
Georgetown 7.4 WSW,-97.8063,30.62,97.8063,0.03,0.48,3.14,1.04,0.02,,0,0,,,,4.71
Georgetown 8.0 WNW,-97.7994,30.71,97.7994,0.01,0.58,2.51,0.83,0.02,,,,,,,3.95
Georgetown 8.9 E,-97.5366,30.65,97.5366,0,0.36,5.03,1.75,0.02,,,,,,,7.16
Georgetown Dam 1 WNW,-97.7,30.68,-97.7,Aug 25-28 12z,,,,,,,,,,,5.07
Georgetown Dam 4 NW,-97.73,30.72,-97.73,Aug 25-28 12z,,,,,,,,,,,3.23
Gholson 2.9 SW,-97.2746,31.68,97.2746,0.14,,,,,,,,,,,0.14
GIDDINGS,-96.98,30.17,-96.98,Aug 25-28 12z,,,,,,,,,,,15.76
GIDDINGS                 3 WSW,-96.98,30.17,-96.98,0,4.11,8.3,7.41,0.02,0,,,,,,19.84
Giddings 7.3 NW,-97.0176,30.26,97.0176,0,3.61,6.4,3.78,0.02,0,0,0,,,,13.81
Gillett 1.6 WNW,-97.8103,29.14,97.8103,0.11,2.32,3.34,1.53,0,0,0,,,,,7.3
GIWW @ Chevron Duck Camp,-94.1842,29.69,-94.1842,2.76,2.83,4.49,4.76,19.25,0.28,0,,,,,34.37
GIWW @ Salt Bayou Outfall,-94.0094,29.79,-94.0094,1.02,2.41,5.19,5.75,18.74,0.59,0.04,,,,,33.74
GIWW @ State Highway 87 ( bridge ),-93.9653,29.82,-93.9653,0.75,1.77,4.22,5.07,16.66,3.58,0,,,,,32.05
GIWW at State Hwy 124 at Bridge,-94.3889,29.6,-94.3889,3.19,4.68,5.36,9.96,14.64,1.34,0,,,,,39.17
Gladys Avenue @ Hillbrandt Bayou (D-100),-94.1644,30.09,-94.1644,0.4,1.81,9.68,6.34,18.35,4.92,0,,,,,41.5
GLEN COVE                2 WNW,-99.63,31.88,-99.63,0.47,0.27,0.1,,,,,,,,,0.84
GLEN FLORA                    ,-96.2,29.34,-96.2,0.22,6.92,3.94,1.91,5.15,0.01,0,,,,,18.15
Glen Rose 5.1 SSW,-97.7812,32.17,97.7812,0.39,0.09,0.24,0.49,0,0,0,0,,,,1.21
Glenbrook Drive @ Green Acres @ Ditch 407,-94.2311,29.94,-94.2311,0.39,2.8,7.52,11.22,23.97,3.35,0,,,,,49.25
Glenn Heights 1.4 NE,-96.8376,32.57,96.8376,0,0.16,0.1,0.75,0.01,0,0,0,,,,1.02
Godley 2.6 NW,-97.561,32.47,97.561,0.21,,0.08,0.65,0.01,,,,,,,0.95
GOLD                          ,-98.69,30.35,-98.69,,0.11,1.18,,,,,,,,,1.29
GOLDTHWAITE              1 WSW,-98.58,31.45,-98.58,0,0.01,0.13,0.23,0,,,,,,,0.37
Goliad 0.1 S,-97.3918,28.67,97.3918,,,,,,,,0,,,,0
Goliad 0.4 NW,-97.3966,28.67,97.3966,0.26,,1.58,,,,,0,,,,1.84
Goliad 10 S,-97.39,28.52,-97.39,Aug 24 00z-Aug 30 2345z,,,,,,,,,,,22.68
Goliad 11.5 N,-97.4077,28.83,97.4077,0.95,6.07,2.11,1.24,0.07,0,0,0,,,,10.44
Goliad 14.3 NNE,-97.3311,28.86,97.3311,0.83,6.13,2.7,1.34,0.12,0.01,0,0,,,,11.13
Goliad 14.5 WNW,-97.6155,28.74,97.6155,0.48,,,0.98,0,0,,0,,,,1.46
Goliad 2.4 SE,-97.3585,28.65,97.3585,0.17,7.49,1.21,0.78,0.09,0,0,0,,,,9.74
Goliad 4.1 NW,-97.4399,28.71,97.4399,,,,,0,0,0,0,,,,0
Goliad 6.5 WNW,-97.4912,28.7,97.4912,0.08,6.7,0.75,1.89,0,0,,0,,,,9.42
Goliad 8.7 NNW,-97.4475,28.79,97.4475,0.21,6.53,1.41,1.21,0.12,0,0,0,,,,9.48
GONZALES                10 SW ,-97.52,29.44,-97.52,0.26,2.29,4.5,3.27,0,0,,,,,,10.32
Gonzales 0.6 S,-97.4479,29.5,97.4479,0.47,2.78,7.45,4.54,0,0,,0,,,,15.24
Gonzales 13.2 E,-97.2294,29.53,97.2294,0.23,3.88,8.74,6.44,0.1,0.03,0,0,,,,19.42
Gonzales 3.2 ENE,-97.3962,29.52,97.3962,,,10.25,6.15,,,,,,,,16.4
Gonzales 3.8 SW,-97.4948,29.47,97.4948,0.15,2.43,8.2,2.7,,,,,,,,13.48
Gonzales 4.4 NNW,-97.4814,29.56,97.4814,0,3.47,9.12,4.94,0.07,0,0,0,,,,17.6
Gonzales 4.5 SSE,-97.4251,29.45,97.4251,0.42,3.56,9.22,5.77,0.05,0,0,0,,,,19.02
Gonzales 9 SW,-97.55,29.6,-97.55,Aug 25-28 12z,,,,,,,,,,,21.37
Gonzales/Guadelupe River,-97.45,29.48,-97.45,Aug 25-28 12z,,,,,,,,,,,14.96
Gonzales/Roger M Dreyer Airport,-97.46,29.53,-97.46,Aug 25-28 12z,,,,,,,,,,,13.44
GOODRICH                 5 NW ,-95.01,30.63,-95.01,0,,,10.75,2.84,1.3,0.71,,,,,15.6
Goose Creek @ Baker Road,-94.9996,29.77,-94.9996,0.96,4,23.64,8.96,6.28,0.04,0,,,,,43.88
Goose Creek @ SH 146,-94.9905,29.71,-94.9905,1.32,3.8,20.04,9.12,4.76,0.04,0,,,,,39.08
Gordonville 3.3 NNW,-96.8817,33.84,96.8817,0.12,0,0,0,0,0,,0,,,,0.12
Gordonville 3.6 NNE,-96.8304,33.85,96.8304,,0.32,0,0,0,0,0,0,,,,0.32
Graford 8.1 ENE,-98.1215,32.99,98.1215,0.3,0.34,0.03,0,0,0,0,0,,,,0.67
GRAHAM                   5 SW ,-101.52,33.08,-101.52,,,0,0,,,,,,,,0
Graham 0.9 W,-98.5928,33.1,98.5928,0,0.03,0,0,0,0,0,0,,,,0.03
Graham 3.9 NW,-98.6296,33.13,98.6296,,0.29,,,,,,,,,,0.29
GRANBURY                 5 N  ,-97.81,32.52,-97.81,,,0.04,0.11,0.02,0,,,,,,0.17
Granbury 3.9 SSW,-97.8146,32.39,97.8146,0.64,0.04,0.24,0.15,0,0,0,0,,,,1.07
Granbury 4.9 E,-97.7043,32.44,97.7043,1.25,,0.23,0.32,,,,,,,,1.8
GRAND PRAIRIE            7 S  ,-97,32.64,-97,,,,,,0,,,,,,0
GRANGER                  8 E  ,-97.33,30.73,-97.33,0.07,0.71,3.28,1.97,0.01,,,,,,,6.04
Granger 6.8 WSW,-97.551,30.69,97.551,0.03,0.65,4.04,1.58,0.03,,,,,,,6.33
Granger Dam,-97.34,30.7,-97.34,Aug 25-28 12z,,,,,,,,,,,2.77
Granite Shoals 0.9 S,-98.381,30.58,98.381,0,0.32,0.46,0.28,0,0,0,0,,,,1.06
Granite Shoals 1.1 SE,-98.3699,30.58,98.3699,0,0.03,0.45,0.24,,,,,,,,0.72
Granite Shoals 4 NE,-98.33,30.64,-98.33,Aug 25-28 12z,,,,,,,,,,,0.77
GRAPEVINE                     ,-97.06,32.97,-97.06,,,0.12,0.98,0.02,0,,,,,,1.12
Grapevine 3.6 SW,-97.1106,32.89,97.1106,0,,,0.68,0,0,0,0,,,,0.68
Grays Prairie 4.6 S,-96.3347,32.41,96.3347,0,0,0,0.03,0,0,0,0,,,,0.03
Greens Bayou @ Bammel N Houston Road,-95.498,29.95,-95.498,0.4,6.6,16.2,5.24,1.84,0,0,,,,,30.28
Greens Bayou @ Beltway 8,-95.3493,29.94,-95.3493,0.44,8.76,15.48,6.16,3.64,0,0,,,,,34.48
Greens Bayou @ Cutten Road,-95.5194,29.94888888,-95.51944444,0.36,6.84,16.2,4.72,1.6,0,0,,,,,29.72
Greens Bayou @ Knobcrest Drive,-95.4161,29.96,-95.4161,0.4,7.76,16.08,4.84,2.16,0,0,,,,,31.24
Greens Bayou @ Ley Road,-95.2338,29.84,-95.2338,0.68,9.36,18.36,6.72,3.72,0,0,,,,,38.84
Greens Bayou @ Mount Houston Parkway,-95.2376,29.89,-95.2376,0.6,7.2,14.36,6.16,3.6,0,0,,,,,31.92
Greens Bayou @ Normandy Street,-95.2065,29.78,-95.2065,0.88,10.24,17.24,8.44,4.48,0,0,,,,,41.28
Greens Bayou @ US 59,-95.3066,29.92,-95.3066,0.68,10.12,17.6,6.2,3,0,0,,,,,37.6
GREENVILLE                    ,-96.08,33.13,-96.08,,,0,0,0,0.12,0,,,,,0.12
GREENVILLE               7 NW ,-96.08,33.17,-96.08,,,0,0,0.06,0.07,0,,,,,0.13
GREENVILLE               8 SSW,-96.16,33.04,-96.16,,,0.01,0,0,0.05,0,,,,,0.06
Groves 1.3 N,-93.92,29.96,-93.92,1.04,3.8,12.53,8.43,25.53,9.19,0.02,,,,,60.54
Groves 2.5 SE,-93.89,29.91,-93.89,0.87,1.78,6.04,5.11,13.28,6.32,0.02,,,,,33.42
Guadelupe River St,-.,,,Aug 25-28 12z,,,,,,,,,,,2.02
Gum Gully @ Diamond Head Boulevard,-95.0909,29.91,-95.0909,0.84,5.04,21.12,6.24,5.04,0,0,,,,,38.28
Gun Barrel City 1.9 NW,-96.1591,32.35,96.1591,0,0.03,0.06,0,0,0,0,0,,,,0.09
GUNTER                   5 S  ,-96.77,33.37,-96.77,,,,,0,,,,,,,0
Gustine 9.8 E,-98.2371,31.83,98.2371,,,1.65,0.6,0,,0,0,,,,2.25
GUTHRIE                       ,-100.32,33.62,-100.32,,,0,0,,,,,,,,0
GUTHRIE                 10 WSW,-100.48,33.57,-100.48,,,,0,,,,,,,,0
GUTHRIE                 12 W  ,-100.53,33.6,-100.53,,,0,0,,,,,,,,0
Hackberry Gully at State Hwy 565,-94.8433,29.8,-94.8433,0.95,5.15,20.4,8.07,7.28,0.12,0,,,,,41.97
HALLETSVILLE             2 N  ,-96.94,29.47,-96.94,,,,1.22,,,,,,,,1.22
Hallettsville,-96.94,29.44,-96.94,Aug 25-28 12z,,,,,,,,,,,19.31
Hallettsville 1.6 SSE,-96.9357,29.42,96.9357,0.39,3.75,7.3,4.5,1.3,0,0,0,,,,17.24
Hallettsville 17.1 SE,-96.7601,29.26,96.7601,0,3.84,5.25,2.94,0.74,0.02,0,0,,,,12.79
Hallettsville 2.0 ESE,-96.9119,29.43,96.9119,,6.58,7.24,3.67,,,,,,,,17.49
Hallettsville 4.9 E,-96.8606,29.44,96.8606,0.11,8.2,20.6,4.3,5.4,0,0,,,,,38.61
Hallettsville 6.8 WNW,-97.0506,29.47,97.0506,0.75,3.48,9.34,4.69,0.62,,,,,,,18.88
Hallettsville 7 N,-96.94,29.54,-96.94,Aug 25-28 12z,,,,,,,,,,,18.69
Hallettsville 8.0 N,-96.9275,29.56,96.9275,0.43,3.96,9,5.73,0.15,0,0,0,,,,19.27
Halls Bayou @ Airline Drive,-95.3967,29.89,-95.3967,0.6,7.44,17.24,6.6,2.72,0,0,,,,,34.6
Halls Bayou @ Jensen Drive,-95.3349,29.86,-95.3349,0.6,8.16,16.64,6.6,2.76,0,0,,,,,34.76
Halls Bayou @ Tidwell Road,-95.2828,29.85,-95.2828,0.6,10.24,17.8,6.64,3.4,0,0,,,,,38.68
